Date,ARCHER-DANIELS-MIDLAND CO,BANK OF AMERICA CORP,CONAGRA BRANDS INC,COLGATE-PALMOLIVE CO,CAMPBELL SOUP CO,JOHNSON & JOHNSON,JPMORGAN CHASE & CO,KELLANOVA,COCA-COLA CO,LILLY (ELI) & CO,MERCK & CO,PFIZER INC,PROCTER & GAMBLE CO,TYSON FOODS INC  -CL A,WALMART INC
1976-11,-0.0036,0.0128,0.0333,0.0047,0.0438,-0.0875,-0.0293,-0.0174,-0.0299,-0.1721,-0.1459,-0.1103,-0.0145,0.0189,0.0789
1976-12,0.0242,0.1975,0.086,0.028,0.1014,0,0.1703,0.0425,-0.0016,0.0583,0.0645,0.119,0,-0.037,0.0098
1977-01,-0.1183,-0.0619,0.1238,-0.1238,-0.0477,-0.1314,0.0029,-0.0633,-0.0538,-0.0971,-0.1505,-0.0809,-0.0732,0.06,-0.1048
1977-02,-0.0309,-0.0325,0,0.0628,0.037,-0.0133,-0.0494,-0.0522,0.0251,-0.0237,-0.0302,0.0231,-0.0435,-0.0566,-0.018
1977-03,-0.0556,0.092,-0.0268,-0.0197,-0.0292,0.0075,0.0054,-0.0155,0.0133,0.018,-0.0111,0.0268,-0.041,0.14,0.0202
1977-04,0.0662,0,0.0275,-0.0062,0.0266,-0.0578,0.0588,0.0995,-0.0374,-0.1032,-0.0703,-0.08,-0.0108,-0.0526,-0.1351
1977-05,-0.0179,-0.0101,0.058,-0.0051,-0.0132,0.0352,0.0409,-0.0752,-0.0287,-0.0301,-0.0049,-0.0197,-0.0435,-0.0185,0.1042
1977-06,-0.007,-0.0538,0.1453,0.0154,0.0233,0.0865,0.0506,0.099,0.0472,0.0719,0.1012,0.0348,0.0809,0.2075,0.0977
1977-07,0.0922,0.0455,-0.0075,0.0505,0.0064,-0.0265,-0.0109,-0.0948,0.0503,-0.0927,-0.0426,0.0048,0.0034,0.0469,0.0086
1977-08,0.039,-0.0757,-0.015,-0.034,-0.0458,0.056,-0.0522,0.0325,0.016,0.0804,0.1077,0.0144,0.0815,-0.0149,0.0598
1977-09,0.0789,0.0357,0.0155,-0.0201,-0.0068,0.0173,0.0232,-0.0154,0.0065,-0.1118,-0.0043,0.0185,-0.013,-0.0455,0.0997
1977-10,-0.0488,-0.0345,-0.0229,-0.0974,0.024,-0.0017,-0.0865,-0.099,-0.0568,0.063,-0.0769,-0.0701,-0.0188,0.0635,-0.0074
1977-11,0.0282,0.0481,0.0781,0.0862,-0.0238,0.0133,0.1262,0.089,0.0237,0.0622,0.0495,0.1164,0.0302,0.0373,0.099
1977-12,-0.1,0.046,0.125,-0.0847,-0.0592,0.0372,-0.0308,0.0484,-0.0165,0.0033,-0.0133,-0.0045,0.0059,0.0725,0.0946
1978-01,-0.125,0.033,-0.0131,-0.0694,-0.0437,-0.0912,-0.0824,-0.0872,-0.0403,0.0594,-0.0113,-0.0091,-0.0739,-0.027,-0.0617
1978-02,-0.1,0.0013,0.0067,-0.0126,0.0314,-0.0333,-0.0353,0.0247,0.0035,-0.0118,-0.041,-0.0361,-0.0269,0.0625,0.0197
1978-03,-0.0442,-0.0215,0.1,0.0318,-0.0152,0.0149,0.0399,-0.0056,0.0679,0.035,-0.0679,0.0676,-0.0342,0.3421,-0.0294
1978-04,0.1204,0.1429,0.0545,0.037,0.0394,0.125,0.1205,-0.0391,0.1155,0.1169,0.1491,0.086,0.1501,0.049,0.24
1978-05,0.1107,0.0396,0.1356,0.0361,0.0301,0.0105,-0.0436,0.0372,0.0089,0.0006,0.0501,0.0975,0.0133,0.1262,0.0323
1978-06,0.0299,-0.028,0,-0.0291,-0.0219,0.0585,-0.0334,0.0455,-0.0103,0.0278,-0.0472,0.0268,0.0044,0,-0.0238
1978-07,0.0072,0.1058,-0.0021,0.018,0.053,0.043,0.0513,0.0054,0.021,0.1189,0.0878,0.0634,0.0596,0.1833,0.0481
1978-08,-0.0151,0.0626,0.0052,-0.0179,0.0645,0.0006,-0.0183,-0.0519,0.0557,-0.0406,0.0133,-0.0021,-0.036,0.1866,0.1122
1978-09,0.0462,0,-0.0155,-0.0121,-0.0606,-0.0163,0.0559,0.0116,-0.0126,-0.0152,-0.0123,0.0035,-0.0014,0.0833,0.0204
1978-10,-0.1912,-0.2149,-0.1863,-0.1472,0.0043,-0.1158,-0.0719,-0.1029,-0.071,-0.1057,-0.0625,-0.0919,-0.0431,-0.011,-0.1802
1978-11,-0.0509,0.0653,0.1053,0.0073,-0.0505,0.0585,-0.0452,-0.0675,0.0198,0.0161,0.0622,0.0171,0.0394,0.0924,0.011
1978-12,0.0769,-0.04,0.0417,-0.0362,0.0342,-0.0469,0.0315,0.0208,0.0636,0.0974,0.1397,0.0193,0.0364,-0.0816,-0.0087
1979-01,0.1875,0.0625,0.2427,0.1591,0.0424,0.0288,0.0301,0.0272,-0.0028,0.0339,0.0055,-0.0455,-0.0408,0.2444,-0.0055
1979-02,-0.0195,-0.0667,-0.0841,-0.1053,-0.0464,-0.0939,-0.039,-0.0371,-0.0371,0.0167,-0.0404,-0.0437,-0.0385,-0.0507,0.0221
1979-03,0.0615,0.0213,0.102,-0.0221,0.0075,0.0055,0.0281,0.0909,-0.0091,0.0702,0.0188,0.0649,-0.0031,0.0943,0.0519
1979-04,0.0435,0.0625,-0.0117,0.114,0.0168,0.0146,0.0268,-0.0385,-0.0333,0.0187,0.0379,-0.0551,-0.0019,0,0.0464
1979-05,0.0583,-0.0471,-0.0571,-0.1096,0.0185,0.0072,0,0.0109,-0.0157,-0.017,-0.077,0.0027,0.0078,0.0028,0.0049
1979-06,0.2368,0.1458,-0.0303,-0.0231,-0.0182,0.0305,0.0729,0.0403,-0.013,0.0142,0.0757,0.0294,-0.0465,-0.069,-0.0069
1979-07,-0.0213,0.0636,0.0181,0.0564,-0.0277,0.0105,0.0652,0.0387,0.0261,0.0488,-0.0185,0.0163,-0.0247,-0.2963,0.0297
1979-08,0.172,0.0537,0.0469,0.0985,0.0232,0.0707,-0.0117,0.0412,0.0191,0.0093,0.0562,0.1391,0.0809,0.1095,0.3202
1979-09,-0.078,-0.0574,0.0597,-0.0966,-0.0075,-0.0389,-0.0551,-0.0303,-0.0721,0.0399,-0.0108,-0.0178,-0.0359,-0.1429,-0.0693
1979-10,-0.0476,-0.1826,-0.0752,-0.1133,-0.0817,-0.0809,-0.086,-0.1063,-0.0614,-0.0277,-0.0382,0,-0.0278,-0.0833,-0.0745
1979-11,0.2522,0.234,0.1008,0.0526,-0.021,0.1046,-0.0139,0.0744,-0.0076,0.0706,0.0945,0.169,-0.0034,0.3079,0.1864
1979-12,0.0978,-0.0493,-0.0282,-0.0417,0.03,0.0602,0.0577,0,0.026,-0.0124,0.0062,-0.0188,0.0034,0,-0.005
1980-01,0.1822,0.0275,0.1281,-0.0247,0.0533,-0.0489,0.0512,-0.053,0.0181,-0.046,-0.0519,-0.0446,-0.0172,0,0.0252
1980-02,-0.0329,-0.125,-0.0719,-0.0364,-0.1004,-0.0829,-0.0227,-0.0025,-0.0641,-0.061,-0.0664,-0.0167,-0.0121,0.027,-0.1018
1980-03,-0.1879,-0.0567,-0.1197,-0.1226,-0.0446,0.0346,-0.05,-0.0714,-0.0254,-0.0495,0.0651,0.0335,-0.0491,-0.2727,-0.1063
1980-04,0.1004,0.1868,0.0054,0.1092,0.0458,0.0687,0.0466,0.1231,0.0556,0,0.0056,0.0232,0.0679,0,0.1404
1980-05,0.077,0.0648,0.1301,0.1584,0.0318,0.0619,0.0719,0.0934,0.015,0.0104,0.0534,0.074,0.0892,0.3488,0.0538
1980-06,-0.0111,0.0386,0.1655,-0.0427,0.0485,-0.0188,0.0446,0.0318,-0.0062,-0.0273,-0.0024,0.003,-0.053,-0.0698,0.1234
1980-07,-0.0336,0.0508,0.2264,0.0818,0.0286,0.0318,0.0469,0.0062,0.1212,0.1097,0.0919,0.0394,0.1044,0.3,0.1433
1980-08,0.0672,-0.0113,0.0408,0.0336,0.0124,-0.013,-0.0209,-0.0083,-0.0405,-0.0193,-0.012,-0.0408,-0.0248,0.2146,0.102
1980-09,0.0362,-0.124,0.3529,0.0325,-0.0246,0.0205,-0.0123,-0.0252,-0.0763,-0.0261,0.0528,0.1212,-0.0892,0.0317,0.0363
1980-10,0.0881,-0.0094,-0.0435,-0.069,0.1168,0.0463,0.0379,-0.0323,-0.0504,0,-0.0627,-0.0328,-0.0409,-0.0615,0.01
1980-11,0.0811,0,0.0575,-0.0517,-0.1145,0.0776,-0.0426,-0.008,0.0095,0.1791,0.0635,0.1268,0.0407,0.0026,0.1139
1980-12,-0.0719,0.0438,0.3188,0.0636,0.069,0.0992,0.1046,0.1096,0.0988,0.0625,0.0742,0.0808,-0.0213,0.0574,0.0773
1981-01,-0.1583,0,-0.1071,0.0191,0.0734,-0.0401,0.0762,0.0802,0.0075,-0.0412,-0.0236,-0.0561,-0.0134,0.0233,-0.0083
1981-02,-0.0024,0.1019,-0.0745,0.0769,-0.0611,0.0817,0.1008,0.0217,0.0669,0.0687,0.0091,-0.002,0.0653,-0.0152,0.0542
1981-03,-0.0301,0.1227,0.0268,0.0159,0.0366,0.0073,0.071,0.0909,0.044,-0.0058,0.0213,0.085,-0.0123,-0.0898,0.1562
1981-04,-0.0124,-0.0152,0.049,0.1269,0.0047,0.0277,0.0259,-0.1146,-0.061,0.0039,0.0753,0.0046,0.0312,0.0339,0.0582
1981-05,-0.0234,-0.0615,-0.0252,-0.0211,-0.0794,0.0824,0.055,0.0165,0.0794,0.0089,0.1044,-0.0294,-0.0174,0.1174,0.0032
1981-06,-0.071,0.0869,-0.0581,-0.0216,-0.0086,-0.085,0.021,0.0235,-0.0547,-0.0561,-0.0731,-0.0857,0.0745,-0.0735,-0.0177
1981-07,0.0556,-0.1145,0.0103,-0.0718,0.0096,-0.0393,-0.0736,-0.0805,-0.0216,-0.1004,-0.0027,-0.0208,-0.0287,-0.0317,-0.0263
1981-08,-0.0725,-0.0552,-0.0068,-0.0806,-0.0658,-0.105,-0.035,-0.02,-0.0368,-0.0351,-0.0824,-0.0261,-0.0448,0.0026,-0.0354
1981-09,-0.1269,0,0.0069,0.0702,0,0.1046,-0.025,-0.0519,0.0482,-0.0859,0.0104,-0.0441,0.0631,-0.2459,0.0596
1981-10,0.0793,0.0648,0.0529,0.0197,0.0291,0.1023,0.1316,0.2397,0.0926,0.1018,-0.0589,0.049,0.0753,0.0435,0.053
1981-11,0.0873,0.0762,-0.0592,0.0246,0.0372,0.0438,-0.0045,0.0331,-0.0182,0.0265,0.072,0.1489,0.0256,0.1075,0.1038
1981-12,0.1241,-0.0246,-0.028,0.072,0.0269,-0.0166,-0.003,-0.0217,-0.0246,0.0467,-0.002,0.0265,0.0016,-0.0189,-0.0299
1982-01,-0.0455,0.0084,0.0555,0.0328,0.2192,0.0202,-0.0803,0.0278,-0.0612,0.0201,-0.0015,0.0509,0.0737,-0.0577,-0.0029
1982-02,-0.1273,-0.025,0.1448,0.0441,-0.0436,-0.0173,0.1022,-0.0108,-0.0728,0.0158,-0.0709,0.0023,-0.0235,0.1633,-0.0206
1982-03,-0.0078,-0.0448,0.1084,0.0282,0.0418,0,-0.0664,-0.0167,0.1031,-0.0087,-0.0738,-0.0764,-0.006,0.1782,0.1046
1982-04,0.0236,0.0273,-0.007,0.0233,0.081,0.0811,0.021,0.1751,0.042,0.1033,0.0607,0.0876,0.0474,0.0448,0.1366
1982-05,-0.0978,-0.0464,-0.0442,-0.0476,-0.0479,-0.0125,-0.0691,-0.0288,-0.0441,-0.0295,-0.0523,-0.0343,-0.0204,0.0737,-0.0601
1982-06,-0.0769,-0.0377,0.0289,-0.0357,0.0935,0.0064,-0.0166,0.0452,0.0547,-0.0498,-0.0593,0.0327,-0.0104,-0.0267,0.0837
1982-07,-0.0185,-0.0588,-0.0634,0.0178,-0.0816,0.0032,-0.0992,-0.0288,0.0852,-0.0437,0.0352,0.0174,0.0383,-0.0685,0.0307
1982-08,0.1715,0.1225,-0.0545,0.0963,0.0727,0.142,0.1462,0.104,0.0751,-0.0338,0.0995,0.1256,0.1175,-0.0418,0.153
1982-09,0.1356,0.1132,0.1923,0.0338,0.0136,-0.0417,0.1605,-0.0318,0.0507,-0.0096,0.0263,0.1076,0.0302,0.1077,0.1315
1982-10,0.0319,0.322,0.086,0.068,0.1244,0.0174,0.1315,0.0141,0.0736,0.128,0.0304,0.0252,0.0936,0.2917,0.1056
1982-11,0.1232,-0.0385,0.085,0.0311,0,0.0655,0.0306,0.0287,0.1456,0.0347,0.0366,0.0345,0.1201,-0.009,0.207
1982-12,0.1097,0.0135,0.0323,-0.0542,0.1657,0.0672,-0.0215,-0.0274,0.0505,-0.0377,0.0227,-0.0597,-0.0053,0.0217,0.0537
1983-01,0.0133,0.04,0.1652,0.0217,-0.0196,-0.0252,0.0741,-0.0329,-0.0337,0.0913,0.0133,0.003,-0.0385,0.117,-0.0576
1983-02,0.023,0.1282,-0.112,0.019,-0.048,-0.0155,0.0259,0.0786,-0.01,-0.0175,-0.0152,0.0219,0.0156,0.2872,0.0479
1983-03,-0.0618,0.0805,0.0261,0.1242,0.0448,0,0.0966,-0.032,0.0888,0.0041,0.0134,0.0821,0.0635,-0.1185,0.1765
1983-04,0.0958,0.1064,-0.0424,0.1081,-0.0231,0.058,0.1429,0.0189,0.0397,0.0531,0.1134,0.0858,-0.0004,-0.0924,0.0648
1983-05,0.1217,0.0192,-0.0714,-0.0657,0.0833,-0.0768,-0.0455,-0.0222,-0.0674,0.0333,-0.0825,-0.0583,-0.104,-0.1096,0.1663
1983-06,-0.0146,0,0.149,0,0.0462,0.0707,-0.0798,-0.0144,-0.0256,-0.0341,0.0799,0.1398,0.0232,0.0417,0.0897
1983-07,-0.1386,-0.0095,-0.0879,-0.0564,-0.0137,-0.1066,0.0026,0.0878,-0.0727,-0.0451,0.0094,-0.1089,-0.0503,-0.02,0.0479
1983-08,0.0275,0.0433,0.0417,0,0.0804,-0.0591,-0.0105,-0.0036,0.1135,0.0099,0.0355,-0.0129,0.0338,-0.1208,-0.0388
1983-09,0.0471,-0.0326,0.1644,0.093,0.0093,0.0973,-0.1048,0.0868,0.0009,0.0226,0.0013,0.0392,0.0397,0.1395,0.0381
1983-10,0.0634,-0.0817,-0.0409,0.003,0.0724,-0.0277,-0.0181,0.0084,0.0246,0.0845,-0.0078,-0.0283,0.0085,0.102,-0.0398
1983-11,-0.0741,0.0693,0.1165,0.0161,0.0239,-0.0279,0.1538,0.064,0.0728,-0.0727,0.0287,-0.0346,0.0676,0.2237,0.0732
1983-12,-0.0857,0.0842,-0.0144,-0.0899,0.0339,-0.0354,-0.0441,0.0278,-0.0317,-0.0628,-0.0754,-0.0338,-0.0401,0,-0.0734
1984-01,0.1393,0.0137,0.0521,0.0091,0.0422,-0.0612,0.1477,-0.0039,-0.0514,0.0799,-0.0221,-0.0013,-0.1015,-0.0455,-0.0897
1984-02,-0.1264,-0.0766,-0.0664,0.0877,-0.0615,-0.058,-0.0446,-0.1343,0.0222,0.0316,0.0651,0.0565,-0.0668,-0.0305,-0.0951
1984-03,-0.0314,-0.0037,-0.0824,-0.0269,0.0275,-0.0244,-0.0412,0.0955,0.0711,-0.0196,0.008,-0.0903,0.0239,0.1475,0.0367
1984-04,-0.0696,-0.0099,0.0746,0.1246,0.0054,0.0679,0.0455,0.0166,0,0.004,-0.0226,-0.011,-0.0057,0.0643,0.0677
1984-05,-0.1049,-0.0588,0.0651,-0.1294,-0.0702,-0.1726,-0.2372,0.0015,0.0023,-0.0641,-0.0639,-0.0422,0.0396,-0.0459,0.0458
1984-06,0.1016,0.0323,0.0935,0.0514,0.1111,-0.0204,0.0193,0.0372,0.0603,0.0453,0.0835,0.0275,0.0635,0.0282,0.1125
1984-07,-0.0851,0.0365,-0.0583,-0.0676,-0.0248,-0.025,0.1042,-0.0199,0.0325,-0.0948,-0.1014,-0.0052,0.0172,-0.0411,-0.0121
1984-08,0.2068,0.167,0.0634,0.1124,0.0311,0.1641,0.0377,0.1153,0.0399,0.0702,0.018,0.1124,0.0641,0.0011,0.0841
1984-09,-0.0473,0.0348,0.0397,0.0053,0.0924,-0.037,0.1305,0.0406,0.0233,-0.0259,-0.0149,-0.0209,-0.0022,0.0857,-0.0283
1984-10,-0.0477,0.1134,0.0211,0.0083,0.0342,0,-0.0164,0.0319,0.0379,0.073,0.0499,0.0819,0.0497,0.0526,-0.0175
1984-11,0.0896,-0.0491,-0.0472,0.0426,-0.0251,0.1015,0.0708,0.0946,-0.0375,0.0586,0.0231,0.035,-0.0043,0.2135,-0.0534
1984-12,0.0479,0.1494,0.0842,0.0153,0.0221,0.0176,0.0923,0.0159,0.0081,0.0414,0.0682,0.0833,-0.013,0.4845,-0.0488
1985-01,0.1046,0.0453,0.0947,0.0028,-0.0989,0.0796,0.087,0.1031,-0.0381,0.0814,0.0213,-0.0563,-0.0018,0.0208,0.2013
1985-02,-0.0693,-0.0379,0.0042,-0.0355,0.0847,0.0173,0.05,0.0921,0.0583,0.0935,0.0487,0.019,0.0111,0.157,0
1985-03,0.0764,0.028,-0.0042,0.0474,0.0725,0.0667,-0.0319,0.0419,0.114,0.0065,0.0501,0.0652,-0.0242,-0.0118,-0.0177
1985-04,-0.0338,0.0816,0.0661,0.0229,-0.0901,0.0446,0.01,-0.0402,-0.0214,-0.0161,-0.0298,0.0379,-0.0491,0.2054,0.0504
1985-05,0.1043,0.044,0.123,0.01,0.175,0.0786,0.0924,0.2291,-0.0091,0.1281,0.0676,0.1319,0.0336,-0.0116,0.1173
1985-06,0.0778,0.0561,0.0848,0.0493,0.0049,-0.0133,0.012,0.0021,0.033,0.0117,0.0442,-0.01,0.0441,0.075,0.0443
1985-07,-0.0913,-0.0517,-0.053,0.059,-0.0212,-0.0054,-0.0091,-0.0814,0.0414,-0.0188,0.0022,-0.0178,0.0293,0.1047,-0.0938
1985-08,0.0023,-0.0768,0.0554,-0.0583,0.0034,0.0206,-0.0214,0.1158,-0.0087,0.03,0.0182,-0.0026,0.0044,0.0217,0.0469
1985-09,-0.0179,-0.0695,-0.0525,0.019,0.0401,-0.0508,-0.147,0.0442,-0.0158,-0.0014,-0.0515,-0.0156,-0.0196,-0.1134,-0.0773
1985-10,0.0926,0.1139,0.045,0.1389,0.0627,0.0592,0.1604,0.0806,0.0269,0.0838,0.0762,-0.0343,0.1357,0.093,0.1099
1985-11,0.0889,0.0639,0.1133,-0.0124,0.3201,0.0681,0.0675,0.0535,0.1726,0.1152,0.1159,0.1748,0.0592,0.1496,0.1179
1985-12,0.0612,0.0962,0.018,0.1008,-0.0878,0.0551,0.1083,-0.0089,0.015,0.0747,0.0608,-0.0515,0.0391,0.0185,0.0771
1986-01,0.0625,-0.0442,0.1118,0.0104,-0.0414,0.0214,-0.0248,0.0576,-0.0074,-0.0224,0.0046,-0.0363,-0.0462,0.2182,0.0078
1986-02,0.0148,0.1908,0.0585,0.0687,0.1064,-0.0684,0.0847,0.0578,0.1475,0.1092,0.101,0.1447,0.0474,0.1572,0.0584
1986-03,0.0625,-0.0315,0.0528,0.0643,0.0769,0.1533,0.1516,0.1068,0.1016,0.2417,0.1568,0.0858,0.067,0.0516,0.1594
1986-04,-0.1081,0.0808,0.0334,0.0158,-0.0187,0.1481,-0.0252,-0.0175,0.0594,-0.0956,-0.0043,-0.0146,0.0075,0.2147,0.0286
1986-05,0.0708,0.0374,0.0209,0.06,0.0618,0.0433,0.0023,0.1518,0.0404,0.131,0.1124,0.0681,0.0595,0.0206,0.1821
1986-06,-0.0352,-0.0202,0.0682,0.0692,0.1185,0.0622,-0.0276,0.1948,0.0886,0.0677,0.0876,0.1372,0.0289,0.4257,0.0844
1986-07,0.0082,-0.1181,-0.017,-0.0449,-0.018,-0.062,-0.1439,-0.0587,-0.0647,-0.0696,0.0191,-0.0607,-0.0259,-0.1736,-0.1036
1986-08,0.1929,0.0788,0.0739,-0.0093,0.0454,0.0895,0.1111,0.0254,-0.0319,0.0425,0.0857,0.0187,0.0339,-0.0669,0.0117
1986-09,-0.1497,-0.1127,-0.1336,-0.0815,-0.1717,-0.1337,-0.0969,-0.1606,-0.0987,-0.1619,-0.1434,-0.1471,-0.1531,-0.1351,-0.1064
1986-10,0.1211,-0.0221,0.1036,0.0639,0.1472,0.0898,0.0115,0.1051,0.0812,0.1472,0.1028,0.0302,0.117,0.0885,0.0685
1986-11,0.0692,-0.0169,0.0213,0.1456,-0.0359,-0.0129,0.0142,0.0321,0.0037,0.0077,0.0173,0.0278,0.0367,-0.0953,0.0613
1986-12,-0.1353,-0.0018,-0.0458,-0.0763,-0.0559,-0.042,-0.036,-0.0166,0.0342,-0.0116,0.126,0,-0.0177,0.1534,-0.0227
1987-01,-0.0068,0.1163,0.0531,0.1368,0.0392,0.1524,0.1095,0.157,0.1291,0.165,0.11,0.118,0.161,0.0275,0.043
1987-02,0.0425,0.0365,-0.0083,0.0027,0.0658,0.1451,-0.008,0.0129,0.0528,0.0968,0.1218,0.0756,-0.0142,0.072,0.1289
1987-03,0.0329,0.0235,0.0672,0.0027,0.1016,0.0261,-0.0445,-0.0228,0.0257,-0.0305,0.006,-0.0069,0.0605,0.125,0.0513
1987-04,0,-0.0644,-0.145,-0.0547,-0.04,-0.0155,-0.0286,-0.0212,-0.0683,-0.0055,-0.0461,-0.0259,-0.0715,-0.0111,-0.0152
1987-05,0.0713,-0.0053,-0.0093,0.0259,-0.0473,-0.0081,-0.0118,0.0535,0.0059,-0.0275,0.0737,-0.0699,0.0796,-0.067,0.0331
1987-06,0.1667,0.11,0.1822,0.0532,0.0693,0.0683,0.0162,0.0806,0.0444,0.0668,0.08,0.1056,0.071,-0.0964,0.157
1987-07,0.0459,-0.0386,-0.0468,0.0844,-0.0037,0.0367,-0.0536,-0.0325,0.0702,0.0226,0.11,0.0323,-0.0429,-0.0133,0.1017
1987-08,0.0612,0.1039,0.1792,-0.0148,-0.0038,0.0517,0.0157,0.0251,0.063,0.0286,0.0841,-0.0423,0.1047,0.1086,0.0881
1987-09,0.0242,-0.1055,0.0424,0.0276,-0.0172,-0.0426,-0.0389,-0.0426,-0.0389,-0.0204,0.0122,-0.0212,-0.0182,0.0488,-0.0648
1987-10,-0.2736,-0.2462,-0.2599,-0.1855,-0.1638,-0.1623,-0.2918,-0.0668,-0.1473,-0.2,-0.1227,-0.2401,-0.1196,-0.2093,-0.2706
1987-11,-0.0312,-0.0215,-0.1705,-0.0937,-0.0438,-0.0823,-0.0463,-0.1026,-0.0962,-0.1234,-0.0634,-0.115,-0.0779,-0.1391,-0.1312
1987-12,0.1409,-0.0282,0.1278,0.0467,0.0828,0.0257,-0.1435,0.0195,0.0304,0.1642,-0.0629,0.0108,0.0492,-0.1197,0.0846
1988-01,-0.0706,0.2101,0.0509,0.1018,-0.0135,0.0467,0.0058,0.0095,0.0059,-0.0192,-0.0489,0.1716,0.0023,-0.0485,0.0529
1988-02,0.0519,0.0769,-0.0189,0.0321,0.0773,0.0676,0.1628,-0.0188,-0.0066,0.0353,0.1034,0.0046,-0.0074,0.0416,0.0731
1988-03,-0.0361,-0.1124,-0.0048,-0.0311,-0.0689,-0.0465,-0.1178,0.0121,0.0314,0.0684,-0.0506,0.0138,-0.0757,0.0098,-0.0412
1988-04,0.125,0.0443,0.0403,0.0349,-0.032,-0.0457,0.152,-0.0072,0,-0.0476,0.0024,-0.0023,-0.0006,0.165,-0.0133
1988-05,-0.0378,0.0657,0.0841,-0.0057,0,0.033,0.1726,0.046,-0.0065,0.0056,0.0175,-0.0432,-0.0097,0.1507,0.018
1988-06,-0.0636,0.1149,0.0431,0,-0.0345,0.0209,0.0842,0.0163,0.0342,0.0485,0.0599,-0.0096,0.0147,0.1014,0.0855
1988-07,0.0123,-0.0361,0.0413,0.0113,0.0394,0.0079,0.0245,0.0137,-0.016,0,-0.0067,0.0048,-0.0216,-0.0197,0.0735
1988-08,-0.0512,0.1542,-0.0225,-0.0313,0.0237,0.0188,0.0199,0.043,0.0423,0.0024,-0.0113,-0.0122,-0.0067,-0.0867,-0.0862
1988-09,0.0541,0.0514,-0.0041,0.0559,0.1143,0.0602,0.0213,0.0632,0.1013,0.0555,0.0524,0.0714,0.072,-0.0074,0.075
1988-10,0.091,0.0133,0.0473,0.0355,0.0962,0.0131,-0.0039,0.0287,-0.0143,0.0185,-0.0087,0.0506,0.0416,-0.0074,-0.0271
1988-11,-0.0588,-0.0482,-0.1102,-0.0462,-0.0344,-0.0057,0.0471,-0.0139,0.0128,-0.0103,-0.0066,0.0022,-0.0091,-0.074,-0.0359
1988-12,0.0438,0.014,0.0265,0.0712,0.0033,-0.0102,-0.0508,0.0447,0.0288,-0.0298,0.0221,0.022,0.0626,0.1129,0.0385
1989-01,0.1269,0.1009,0.1101,0.0026,0.0198,0.0764,0.0484,0.0292,0.0476,0.098,0.1299,0.003,0.0681,-0.0797,0.0757
1989-02,-0.0319,0.1125,-0.0664,-0.0481,0.0039,-0.0546,-0.0385,-0.0861,0.0214,0.0032,-0.0211,-0.0434,-0.038,-0.0151,-0.0556
1989-03,0.044,0.0717,0.0879,0.0758,0.031,0.0537,0.1778,0.0604,0.0804,0.1003,0.0201,0.0431,0.0437,-0.04,0.0213
1989-04,0.1263,0.0246,0.0615,0.0443,0.2701,0.0592,-0.0035,0.0275,0.0585,0.0498,0.0541,0.0761,0.0424,0.1333,0.1077
1989-05,0.0664,0.2955,-0.0234,0.0202,0.0536,0.0333,-0.0174,0.0639,0.0645,0.0317,0.0225,-0.0053,0.0745,0.0668,0.0521
1989-06,0,-0.0347,0.0634,0.0198,0.1323,-0.0304,0.0334,0.0217,-0.0179,-0.0158,-0.036,-0.0594,0.0547,0.0345,0.0081
1989-07,0.1544,0.1823,0.0931,0.1379,0.1729,0.1149,0.0836,0.1292,0.2062,0.1697,0.1364,0.1425,0.1089,0.3333,0.1344
1989-08,-0.0139,-0.0201,-0.0161,0.0128,-0.1453,-0.0133,-0.0193,-0.0103,-0.0221,-0.0261,-0.0286,0.0654,0.0764,-0.0146,-0.0219
1989-09,0.0243,0.0072,0.0393,0.019,-0.035,0.0453,0.09,-0.0621,0.0126,0.0101,0.0324,-0.009,-0.0661,0.0406,-0.0296
1989-10,-0.0514,-0.1,0.0183,0.0303,-0.0885,0.0114,-0.1774,-0.0526,0.0802,-0.004,0.0281,-0.0146,0.0835,-0.1268,0.0122
1989-11,0.0721,-0.0016,-0.0156,0.002,0.1429,0.0256,-0.0558,0.0241,0.0721,0.0839,0.0128,0.1043,0.0029,0.1178,0.0512
1989-12,0.0798,-0.0133,0.0823,0.0283,0.1725,0.0509,-0.0376,-0.0475,0,0.0224,-0.0117,-0.0624,0.0849,-0.005,0.0299
1990-01,-0.1341,-0.0919,-0.1439,-0.1366,-0.1834,-0.1179,-0.1381,-0.0444,-0.1084,-0.0785,-0.0677,-0.0144,-0.0826,-0.0151,-0.0501
1990-02,0.05,0.0679,0.0876,0.0437,-0.0052,0.0294,-0.0049,-0.0487,0.0236,-0.0371,-0.0536,-0.1299,-0.002,0.128,0.0323
1990-03,0.0833,-0.1292,0.0664,0.0485,0.0844,0.0466,-0.0613,0.002,0.066,0.0704,0.023,0.0275,0.0607,0.0271,0.0755
1990-04,0.0341,-0.0194,-0.0036,-0.045,-0.0073,0.0089,0,0.0041,0.0201,0.0232,0.054,-0.0639,0.0491,0.0396,0.0503
1990-05,0.1277,0.0289,0.1211,0.1463,0.0616,0.134,0.1711,0.071,0.1836,0.1896,0.1358,0.1714,0.1699,0.1486,0.136
1990-06,-0.033,-0.0323,0.132,0.058,0.0626,0.0607,-0.0437,0.0057,-0.0122,0.0623,0.0483,-0.0266,0.0545,-0.0886,0.1077
