,Predicted Returns,EW Portfolio Returns Excess,Cumulative Actual Returns,Cumulative Predicted Returns
1991-12-31,0.07204929857376985,0.0399323166666666,0.03993231666666652,0.07204929857376996
1992-03-31,0.006557081236914259,-0.0145703333333333,0.02478015616872753,0.07907881291449503
1992-06-30,0.011412693469979784,-0.0130639555555555,0.011392473754324062,0.09139400863623792
1992-09-30,0.004130193531497574,0.0099626555555555,0.021468628601819528,0.0959016771110226
1992-12-31,0.01245745841561625,0.0286158499999999,0.050698821657594983,0.10955382668123725
1993-03-31,0.022124153649414283,-0.0089393222222222,0.04130628633228861,0.13410176602502855
1993-06-30,0.001522445271478405,-0.0029918333333333,0.038190871474630184,0.1358283738960886
1993-09-30,0.00842554005241515,0.0060289111111111,0.044450031955117764,0.14539834135301954
1993-12-31,0.0011389375821731409,0.0106593777777777,0.05558321941573929,0.14670287857054531
1994-03-31,-0.010265633510097124,-0.0368138333333333,0.016723154706704824,0.1349312470741666
1994-06-30,0.0029210246738219743,0.0008640833333333,0.01760168823930086,0.1382464092499618
1994-09-30,0.007774723892748747,0.0202108888888888,0.03816832289345107,0.14709596080379295
1994-12-31,-0.007068034600034051,0.0052081277777777,0.04357523617392145,0.13898824686327238
1995-03-31,0.024837141899908575,0.0427863833333333,0.0882260462660327,0.16727745957294338
1995-06-30,0.02104494526367306,0.0404118055555555,0.13220322564822662,0.19184274981717508
1995-09-30,0.020266318345477832,0.0436340444444444,0.1816058315163045,0.21599701440271968
1995-12-31,0.012511228847149303,0.0439671388888888,0.2335576592225026,0.23121063132736253
1996-03-31,0.011723416299229893,0.0269630777777777,0.26681817033149224,0.2456446261104508
1996-06-30,0.004501460053168776,0.0145724833333333,0.28527885700501177,0.25125184563533143
1996-09-30,0.006575790955694636,0.0196940277777777,0.31059117451705887,0.2594798162051566
1996-12-31,0.024807489484792822,0.0263615222222222,0.34514035288833855,0.2907243485019746
1997-03-31,0.009618199357972953,0.0163974111111111,0.3671971722567937,0.30313879260205634
1997-06-30,0.037378730812835416,0.0627509888888889,0.4529901468220001,0.35184846674249215
1997-09-30,0.020187925662098125,0.0304830666666666,0.4972817423335849,0.3791394830955108
1997-12-31,0.012820765912320405,0.0178502722222222,0.5240086290276027,0.39682110756871714
1998-03-31,0.03160364164883706,0.0404734611111111,0.585690533007549,0.44096574129985044
1998-06-30,0.005204463816808027,0.0050206222222222,0.5936516861351342,0.4484651953617056
1998-09-30,-0.029625809210990495,-0.0626728444444444,0.4937730019113604,0.40555324183515973
1998-12-31,0.044806264492172586,0.0903860888888888,0.6287893012419428,0.46853083214665636
1999-03-31,0.006972186939807108,0.0256389,0.6705496672575546,0.4787697036352534
1999-06-30,0.018224280877638586,0.0123944666666666,0.6912552394233895,0.5057192180676444
1999-09-30,-0.028738867384185816,-0.0288807277777777,0.6424105572508623,0.4624465531417783
1999-12-31,0.021702981581831395,0.0513543499999999,0.7267554838516181,0.4941860037490273
2000-03-31,0.0005808377884325554,-0.0188402833333333,0.6942229212884665,0.49505388344295187
2000-06-30,-0.01213646824662885,0.0339356833333333,0.7517175338413868,0.4769092094595473
2000-09-30,0.01241061798001334,0.0096415166666666,0.7686067476392107,0.49523856544931344
2000-12-31,-0.005827061854862726,0.0322447666666666,0.8256350595419291,0.4865257178406641
2001-03-31,-0.02766223598680474,-0.0473915388888888,0.7391154046207289,0.4454050926333013
2001-06-30,0.013073675063082305,0.0193659888888888,0.7727950942231094,0.46430184914891326
2001-09-30,-0.039651165235103134,-0.0178356111111111,0.7411762103428605,0.40624057457424256
2001-12-31,0.02614243305421651,0.03024025,0.7938298142376814,0.4430031246531727
2002-03-31,0.005853223252838201,0.0082985111111111,0.8087159308825753,0.45144934409631077
2002-06-30,-0.03701878615655167,-0.0386893888888888,0.7387378168431307,0.3977184512101424
2002-09-30,-0.052153558498230536,-0.0378884944444444,0.6728596587293243,0.324822460200898
2002-12-31,0.02574439237388359,0.0272207944444444,0.7183962276339988,0.35892920944204376
2003-03-31,-0.01370381009295788,-0.0119493111111111,0.6978625764978406,0.34030670162607657
2003-06-30,0.0491705884834389,0.0484400166666666,0.7801070680011053,0.40621037089332757
2003-09-30,0.0092545225459736,0.0012940888888888,0.7824106847788379,0.4192241764751419
2003-12-31,0.03795227002307481,0.0257627944444444,0.8283305648663764,0.4730869556440025
2004-03-31,0.008194055338955291,0.0239638666666666,0.8721444347454255,0.48515751167764254
2004-06-30,0.0011113577248506486,0.0052179111111111,0.8819131179930884,0.4868080529508656
2004-09-30,-0.0046489284699509845,-0.0227972888888888,0.8390106009784104,0.47989598866414984
2004-12-31,0.025999940318641213,0.0207895666666666,0.8772428344681578,0.5183731960472144
2005-03-31,-0.0031740346435904492,-0.02025785,0.839213930713927,0.5135538269210613
2005-06-30,0.005019695594638706,-0.0005550666666666,0.8381930443681189,0.5211514063983054
2005-09-30,0.007961971180229415,-0.0016836555555555,0.8350981604367851,0.5332627700568142
2005-12-31,0.003503217637780081,0.0118826944444444,0.8569040711528173,0.5386341232362288
2006-03-31,0.009232106100001167,0.0107759555555555,0.8769139868944902,0.5528389567110279
2006-06-30,-0.0008181200505081967,0.0086892,0.8932228679094139,0.5515685480253323
2006-09-30,0.014937748340762667,0.0226108722222222,0.9360302882639027,0.5747454885291772
2006-12-31,0.01866120024581733,0.00699955,0.9495816290681203,0.6041321294268176
2007-03-31,-0.002048418827087787,-0.0062564222222222,0.9373842232399823,0.6008461949717632
2007-06-30,0.01128195123477518,0.0106298611111111,0.9579783484518811,0.6189068636778101
2007-09-30,-0.005921309774630549,0.00022215,0.9584133133419896,0.6093208146416982
2007-12-31,-0.016483347773214682,-0.0208898111111111,0.9175024291487903,0.5827938199752858
2008-03-31,-0.02480940533887465,-0.0231332555555555,0.873144355426893,0.5435256465276532
2008-06-30,-0.016199252847696185,-0.04503755,0.7887825228621366,0.5185216843026481
2008-09-30,-0.011540690127285539,0.0190986555555555,0.822945864130078,0.5009968960925475
2008-12-31,-0.07042555924151507,-0.0782714777777777,0.6802611974357289,0.3952883502654516
2009-03-31,-0.035130402458377716,-0.0246105666666666,0.6389090172188239,0.34627130897514036
2009-06-30,0.05324081318107598,0.0598241166666666,0.7369553014709749,0.4179478882273284
2009-09-30,0.0592044949392944,0.0528381722222222,0.8287328448324001,0.5018967768000666
2009-12-31,0.01060303634477252,0.0039261166666666,0.8359126633333773,0.5178214429105743
2010-03-31,0.022289088065148163,0.0238325111111111,0.8796670722812996,0.5516522987187782
2010-06-30,-0.035738524703286506,-0.0390481888888888,0.8062694773946348,0.4961985347101059
2010-09-30,0.027379563157430856,0.0218263,0.8456936568890936,0.5371637969872569
2010-12-31,0.03097027409038371,0.0216287888888888,0.8856137753475091,0.5847701811017672
2011-03-31,0.015705303857285,0.0091939611111111,0.9029500350686295,0.609659478339935
2011-06-30,-0.005545781298176155,0.0048578444444444,0.9121942703245431,0.6007326589085253
2011-09-30,-0.0440524199902654,-0.0602209944444444,0.7970400297946305,0.5302165115261526
2011-12-31,0.03297922168424875,0.03374965,0.857689501836189,0.5806818610846713
2012-03-31,0.0374369769211745,0.0527291111111111,0.9556438179884539,0.6398578114378173
2012-06-30,-0.010265779251422556,-0.0143957277777777,0.9274909019543982,0.6230233931418756
2012-09-30,0.021049583492020497,0.0258861833333333,0.9773862848157215,0.6571873595653182
2012-12-31,0.008208265885213622,0.0236998444444444,1.0242500321724322,0.6707899940342454
2013-03-31,0.031876131879176095,0.0498775444444444,1.1252146531187806,0.7240483162264888
2013-06-30,0.011513652653061219,0.0133038888888888,1.1534882727289113,0.7438984096966157
2013-09-30,0.011806374242939762,0.0097387888888888,1.1744606403917164,0.7644875269631615
2013-12-31,0.03014218437202161,0.0342423277777777,1.248919234379886,0.8176730353230175
2014-03-31,0.0077766678045111965,0.0167533666666666,1.2865962029171714,0.8318084746959422
2014-06-30,0.014313985347905301,0.0004156166666666,1.2875465504090404,0.8580289543629087
2014-09-30,0.002705142253540559,0.0166052944444444,1.3255319344339553,0.8630551869956573
2014-12-31,0.010206036314078662,0.0167605777777777,1.3645091932957416,0.8820695958892675
2015-03-31,-0.0028102335846584003,4.503888888889347e-05,1.364615688162575,0.8767805407022351
2015-06-30,-0.0001412325393855638,0.0130810777777777,1.3955474098939828,0.8765154782206024
2015-09-30,-0.021851096859590465,-0.0260497111111111,1.3331440919132742,0.8355115567474833
2015-12-31,0.014676953656670724,0.0193926055555555,1.3783898349920234,0.8624512748021496
2016-03-31,0.010511133443372449,-0.01463955,1.3435712780831661,0.8820277486833743
2016-06-30,0.008303142094957111,0.0197766666666666,1.3899193060593906,0.8976544925073446
2016-09-30,0.012528409952105248,0.0228581388888888,1.444548413490533,0.921429085936931
2016-12-31,0.027698285995239377,0.0261393777777777,1.5084473879668292,0.9746493782787833
2017-03-31,0.010483111240407225,0.0163345111111111,1.5494216496972109,0.9953498473720805
2017-06-30,0.0030822940240179206,0.0057264944444444,1.5640208986107482,1.0015001022824603
2017-09-30,0.01191118449041691,0.0128437611111111,1.5969525705164012,1.0253403392583351
2017-12-31,0.018678414992707677,0.0189213555555555,1.6460904334640554,1.0631704866164737
2018-03-31,-0.005972519588604152,-0.0131772333333333,1.6112222824011986,1.0508481604705269
2018-06-30,0.0024793118295622827,-0.0022314777777777,1.6053953979051823,1.0559328525754177
2018-09-30,0.014806597607839448,0.0275619444444444,1.677205161118056,1.0863742230322395
2018-12-31,-0.03480837951402712,-0.0330413055555555,1.588746807354644,1.0137509172686499
2019-03-31,0.029215339153430813,0.0271170555555555,1.6589459983489467,1.0725833332871861
2019-06-30,0.010782484956233254,0.0130015555555555,1.6935164324657026,1.0949309318988951
2019-09-30,0.00536532613519753,0.0074160722222222,1.7134917448606108,1.1061709195792462
2019-12-31,0.02283034871311882,0.04131025,1.8255867672137387,1.1542555361226703
2020-03-31,-0.0778723622157099,-0.0712578333333333,1.62424157628675,0.9864985687085273
2020-06-30,0.04991621810831039,0.0355668555555555,1.717577597373424,1.0856570645360284
2020-09-30,0.019573106268796714,0.0117060555555555,1.74938971170481,1.1264798519004589
2020-12-31,0.04364656334708843,0.0473475833333333,1.8795666701955627,1.2192933894627394
2021-03-31,0.031241147605036768,0.0314998777777777,1.9702726683596854,1.288626661821827
2021-06-30,0.02077263026758164,0.0228627666666666,2.03818131931277,1.3361674572883815
2021-09-30,0.004060646597056081,0.0016284277777777,2.043128778167064,1.3456538077239726
2021-12-31,0.028473435666031357,0.0193036888888888,2.1018723893496256,1.4124426305129827
2022-03-31,0.004294148006673456,-0.0086397944444444,2.0750728495127473,1.4228020162260138
2022-06-30,-0.04292011183410257,-0.0136037333333333,2.0332403784874025,1.318815082737704
2022-09-30,-0.016031611589382922,-0.0092113333333333,2.005300190281029,1.2816407399836502
2022-12-31,0.030257915259059503,0.0430667333333333,2.1347286521624773,1.3506784321456933
2023-03-31,0.009511636009163455,-0.0163662111111111,2.0834250212651373,1.373037229766854
2023-06-30,0.01289818526567232,0.0056786611111111,2.1009347470224222,1.4036451035987243
2023-09-30,-0.007762484245242958,-0.0185381444444444,2.043449170769324,1.3849868463508836
2023-12-31,0.03409724480096374,0.0246904222222222,2.1185932158074903,1.4663083266979884
